Mix,Usinas,Tipo Binder,Binder,P.G,RAP,Tipo Binder Additive,Binder Additive,Tipo Mix Additive,Mix Additive,Granulometria,Processo Produtivo,Temperaturas,Teor de cal,Cimento Portland,Recycled Asphalt Shingles,Crusher fines,CO2 - Material,CO2 - Transporte,CO2 - Produção,CO2 - Total,NRPR Fuel - Material,NRPR Fuel - Transporte,NRPR Fuel - Produção,NRPR Fuel - Total,NRPR Mat - Material,NRPR Mat - Transporte,NRPR Mat - Produção,NRPR Mat - Total,SM - Material,SM - Transporte,SM - Produção,SM - Total,URLS
10292373-1 ,Central region Plant #4 ,Unmodified,5,64-22,20,-,-,Antistrip Agents - Hydrated lime,< 1%,densa,HMA,143-160,-,-,-,"10, 29, 15","40,41","16,95","23,14","80,50",592,225,264,1081,1711,N/A,N/,1711,181,N/A,0,181,https://asphaltepd.org/epd/d/V4UpYk/
sx=75 ,Central region Plant #4 ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s)*,5,64-28,17,-,-,Antistrip Agents - Hydrated lime,< 1%,Não reportada,HMA,149-163,-,-,-,"14, 10, 20","43,59","15,85","23,14","82,58",650,210,264,1124,1863,N/A,N/,1863,154,N/A,0,154,https://asphaltepd.org/epd/d/3JUlVd/
