Mix,Usinas,Tipo Binder,Binder,P.G,RAP,Tipo Binder Additive,Binder Additive,Tipo Mix Additive,Mix Additive,Granulometria,Processo Produtivo,Temperaturas,Teor de cal,Cimento Portland,Recycled Asphalt Shingles,Crusher fines,CO2 - Material,CO2 - Transporte,CO2 - Produção,CO2 - Total,NRPR Fuel - Material,NRPR Fuel - Transporte,NRPR Fuel - Produção,NRPR Fuel - Total,NRPR Mat - Material,NRPR Mat - Transporte,NRPR Mat - Produção,NRPR Mat - Total,SM - Material,SM - Transporte,SM - Produção,SM - Total,URLS
MDT Grade S 64-28 20% RAP 1443.1.6428 ,Lake Helena ,6,6,64-28,20,-,-,-,-,open,HMA,154-171,2,-,-,-,"57,16","1,25","28,10","86,50",826,17,478,1321,2392,N/A,N/A,2392,181,N/A,0,181,https://asphaltepd.org/epd/d/lyUE16/
MPW B/C 58-28 30% RAP 1751.2.5828 ,Lake Helena ,4,4,58-28,30,-,-,-,-,open,HMA,154-171,-,-,-,-,"25,33","0,76","28,10","54,18",480,10,478,969,1555,N/A,N/A,1555,272,N/A,0,272,https://asphaltepd.org/epd/d/wRUryz/
